PhraseId,Sentiment
156399,1
156400,2
156401,2
156402,2
156403,1
156404,1
156405,3
156406,3
156407,3
156408,3
156409,2
156410,1
156411,1
156412,1
156413,1
156414,1
156415,2
156416,1
156417,2
156418,1
156419,3
156420,2
156421,1
156422,2
156423,3
156424,3
156425,3
156426,3
156427,2
156428,2
156429,2
156430,2
156431,0
156432,0
156433,0
156434,3
156435,3
156436,2
156437,3
156438,2
156439,2
156440,2
156441,2
156442,2
156443,2
156444,2
156445,1
156446,1
156447,2
156448,1
156449,2
156450,2
156451,0
156452,0
156453,2
156454,0
156455,0
156456,0
156457,1
156458,1
156459,2
156460,1
156461,1
156462,1
156463,1
156464,1
156465,1
156466,1
156467,1
156468,1
156469,1
156470,1
156471,2
156472,2
156473,1
156474,1
156475,2
156476,1
156477,1
156478,1
156479,3
156480,1
156481,3
156482,1
156483,1
156484,2
156485,2
156486,1
156487,3
156488,3
156489,3
156490,1
156491,3
156492,2
156493,2
156494,1
156495,1
156496,1
156497,1
156498,1
156499,2
156500,1
156501,2
156502,1
156503,2
156504,2
156505,1
156506,1
156507,1
156508,1
156509,1
156510,1
156511,1
156512,1
156513,1
156514,1
156515,2
156516,1
156517,1
156518,2
156519,2
156520,2
156521,2
156522,1
156523,1
156524,1
156525,1
156526,2
156527,2
156528,2
156529,2
156530,2
156531,2
156532,2
156533,2
156534,2
156535,2
156536,2
156537,1
156538,2
156539,2
156540,2
156541,2
156542,1
156543,3
156544,1
156545,1
156546,2
156547,2
156548,1
156549,2
156550,2
156551,2
156552,2
156553,2
156554,2
156555,2
156556,2
156557,1
156558,1
156559,1
156560,2
156561,2
156562,2
156563,2
156564,2
156565,1
156566,1
156567,1
156568,1
156569,1
156570,2
156571,1
156572,2
156573,1
156574,2
156575,3
156576,3
156577,2
156578,1
156579,1
156580,1
156581,1
156582,2
156583,2
156584,1
156585,2
156586,1
156587,2
156588,2
156589,1
156590,1
156591,1
156592,1
156593,2
156594,1
156595,1
156596,2
156597,1
156598,1
156599,1
156600,1
156601,1
156602,1
156603,3
156604,3
156605,2
156606,3
156607,2
156608,2
156609,2
156610,2
156611,1
156612,2
156613,2
156614,2
156615,1
156616,2
156617,2
156618,2
156619,2
156620,2
156621,2
156622,2
156623,2
156624,1
156625,2
156626,2
156627,2
156628,1
156629,1
156630,1
156631,1
156632,2
156633,2
156634,1
156635,1
156636,2
156637,2
156638,2
156639,2
156640,1
156641,2
156642,2
156643,2
156644,2
156645,2
156646,2
156647,2
156648,2
156649,2
156650,0
156651,0
156652,0
156653,2
156654,0
156655,0
156656,0
156657,3
156658,3
156659,3
156660,2
156661,1
156662,1
156663,1
156664,1
156665,2
156666,0
156667,0
156668,0
156669,2
156670,2
156671,2
156672,2
156673,0
156674,0
156675,0
156676,1
156677,1
156678,2
156679,1
156680,1
156681,2
156682,1
156683,1
156684,1
156685,1
156686,0
156687,0
156688,0
156689,0
156690,0
156691,1
156692,1
156693,3
156694,3
156695,1
156696,3
156697,2
156698,2
156699,2
156700,2
156701,1
156702,2
156703,1
156704,2
156705,2
156706,1
156707,2
156708,1
156709,1
156710,1
156711,1
156712,1
156713,2
156714,1
156715,1
156716,2
156717,2
156718,2
156719,2
156720,2
156721,2
156722,2
156723,1
156724,2
156725,1
156726,2
156727,2
156728,2
156729,1
156730,1
156731,1
156732,1
156733,1
156734,1
156735,1
156736,1
156737,1
156738,1
156739,1
156740,2
156741,2
156742,2
156743,2
156744,2
156745,2
156746,2
156747,2
156748,2
156749,2
156750,2
156751,2
156752,2
156753,2
156754,3
156755,3
156756,3
156757,3
156758,2
156759,2
156760,2
156761,2
156762,2
156763,2
156764,3
156765,3
156766,1
156767,3
156768,2
156769,2
156770,2
156771,1
156772,2
156773,1
156774,1
156775,2
156776,2
156777,1
156778,4
156779,2
156780,4
156781,4
156782,4
156783,4
156784,2
156785,4
156786,2
156787,2
156788,4
156789,3
156790,3
156791,3
156792,1
156793,4
156794,2
156795,4
156796,1
156797,2
156798,2
156799,2
156800,2
156801,2
156802,2
156803,2
156804,3
156805,3
156806,2
156807,2
156808,2
156809,2
156810,3
156811,2
156812,3
156813,2
156814,2
156815,3
156816,2
156817,1
156818,1
156819,3
156820,3
156821,2
156822,2
156823,2
156824,2
156825,1
156826,2
156827,2
156828,2
156829,2
156830,3
156831,3
156832,4
156833,4
156834,4
156835,4
156836,3
156837,3
156838,3
156839,3
156840,1
156841,3
156842,3
156843,3
156844,2
156845,2
156846,2
156847,1
156848,3
156849,1
156850,1
156851,1
156852,1
156853,1
156854,2
156855,2
156856,2
156857,1
156858,1
156859,2
156860,2
156861,2
156862,1
156863,2
156864,2
156865,2
156866,2
156867,2
156868,2
156869,3
156870,3
156871,3
156872,3
156873,3
156874,3
156875,2
156876,1
156877,1
156878,2
156879,2
156880,2
156881,2
156882,1
156883,1
156884,2
156885,1
156886,3
156887,3
156888,3
156889,0
156890,0
156891,0
156892,2
156893,0
156894,1
156895,0
156896,1
156897,1
156898,1
156899,1
156900,3
156901,3
156902,3
156903,2
156904,1
156905,3
156906,3
156907,2
156908,3
156909,3
156910,3
156911,1
156912,1
156913,1
156914,1
156915,3
156916,3
156917,2
156918,3
156919,3
156920,3
156921,3
156922,3
156923,3
156924,3
156925,1
156926,1
156927,2
156928,1
156929,1
156930,1
156931,0
156932,2
156933,2
156934,2
156935,1
156936,3
156937,1
156938,1
156939,1
156940,0
156941,0
156942,2
156943,2
156944,2
156945,2
156946,2
156947,2
156948,2
156949,2
156950,2
156951,2
156952,2
156953,2
156954,1
156955,2
156956,2
156957,0
156958,0
156959,0
156960,0
156961,1
156962,0
156963,1
156964,0
156965,0
156966,1
156967,1
156968,1
156969,1
156970,1
156971,1
156972,1
156973,1
156974,1
156975,1
156976,2
156977,2
156978,2
156979,2
156980,2
156981,2
156982,1
156983,2
156984,2
156985,2
156986,2
156987,2
156988,2
156989,0
156990,1
156991,2
156992,1
156993,0
156994,1
156995,1
156996,1
156997,1
156998,1
156999,2
157000,2
157001,2
157002,2
157003,1
157004,2
157005,2
157006,2
157007,1
157008,2
157009,2
157010,2
157011,1
157012,3
157013,2
157014,1
157015,1
157016,1
157017,1
157018,4
157019,2
157020,2
157021,4
157022,1
157023,1
157024,1
157025,1
157026,2
157027,1
157028,1
157029,3
157030,2
157031,1
157032,1
157033,1
157034,1
157035,1
157036,2
157037,2
157038,3
157039,3
157040,3
157041,1
157042,1
157043,2
157044,3
157045,3
157046,3
157047,3
157048,0
157049,0
157050,0
157051,2
157052,2
157053,2
157054,2
157055,2
157056,2
157057,2
157058,2
157059,2
157060,2
157061,1
157062,2
157063,2
157064,3
157065,2
157066,2
157067,2
157068,2
157069,3
157070,3
157071,1
157072,2
157073,1
157074,1
157075,1
157076,1
157077,1
157078,1
157079,1
157080,1
157081,1
157082,2
157083,1
157084,1
157085,2
157086,2
157087,2
157088,2
157089,2
157090,2
157091,2
157092,1
157093,2
157094,2
157095,2
157096,4
157097,4
157098,1
157099,1
157100,1
157101,1
157102,1
157103,1
157104,4
157105,3
157106,3
157107,3
157108,3
157109,2
157110,2
157111,2
157112,2
157113,2
157114,3
157115,3
157116,2
157117,1
157118,1
157119,1
157120,3
157121,3
157122,3
157123,2
157124,2
157125,3
157126,2
157127,3
157128,1
157129,3
157130,0
157131,0
157132,2
157133,2
157134,2
157135,2
157136,2
157137,1
157138,2
157139,0
157140,0
157141,2
157142,2
157143,2
157144,0
157145,2
157146,1
157147,0
157148,0
157149,1
157150,1
157151,2
157152,2
157153,2
157154,3
157155,2
157156,1
157157,1
157158,1
157159,2
157160,1
157161,2
157162,1
157163,2
157164,2
157165,1
157166,1
157167,1
157168,1
157169,2
157170,1
157171,2
157172,1
157173,2
157174,2
157175,2
157176,2
157177,3
157178,3
157179,2
157180,2
157181,2
157182,1
157183,3
157184,2
157185,3
157186,2
157187,2
157188,3
157189,3
157190,3
157191,1
157192,1
157193,2
157194,3
157195,1
157196,3
157197,3
157198,3
157199,1
157200,1
157201,3
157202,2
157203,1
157204,1
157205,1
157206,1
157207,1
157208,1
157209,2
157210,2
157211,2
157212,2
157213,2
157214,1
157215,2
157216,1
157217,1
157218,1
157219,1
157220,2
157221,1
157222,1
157223,1
157224,2
157225,2
157226,2
157227,2
157228,1
157229,1
157230,3
157231,2
157232,2
157233,2
157234,2
157235,2
157236,1
157237,1
157238,1
157239,1
157240,1
157241,1
157242,3
157243,3
157244,3
157245,3
157246,3
157247,3
157248,2
157249,2
157250,3
157251,2
157252,2
157253,2
157254,2
157255,1
157256,1
157257,2
157258,0
157259,1
157260,1
157261,1
157262,1
157263,2
157264,2
157265,2
157266,2
157267,2
157268,2
157269,2
157270,2
157271,2
157272,2
157273,2
157274,2
157275,2
157276,2
157277,1
157278,1
157279,1
157280,1
157281,2
157282,2
157283,1
157284,1
157285,1
157286,2
157287,2
157288,2
157289,2
157290,4
157291,3
157292,3
157293,2
157294,4
157295,4
157296,2
157297,2
157298,2
157299,2
157300,1
157301,2
157302,2
157303,2
157304,2
157305,2
157306,2
157307,2
157308,2
157309,2
157310,2
157311,2
157312,3
157313,3
157314,2
157315,2
157316,2
157317,2
157318,2
157319,2
157320,1
157321,1
157322,2
157323,1
157324,2
157325,2
157326,1
157327,2
157328,2
157329,2
157330,2
157331,2
157332,2
157333,2
157334,2
157335,2
157336,1
157337,1
157338,2
157339,3
157340,2
157341,3
157342,2
157343,2
157344,2
157345,2
157346,2
157347,2
157348,2
157349,1
157350,4
157351,4
157352,3
157353,1
157354,1
157355,2
157356,0
157357,0
157358,0
157359,2
157360,0
157361,1
157362,1
157363,1
157364,2
157365,2
157366,2
157367,2
157368,2
157369,2
157370,2
157371,2
157372,2
157373,2
157374,2
157375,2
157376,0
157377,0
157378,1
157379,2
157380,2
157381,1
157382,2
157383,2
157384,2
157385,2
157386,2
157387,2
157388,2
157389,2
157390,3
157391,0
157392,0
157393,2
157394,2
157395,1
157396,2
157397,2
157398,2
157399,2
157400,1
157401,2
157402,2
157403,1
157404,1
157405,2
157406,2
157407,2
157408,2
157409,2
157410,2
157411,2
157412,2
157413,2
157414,2
157415,0
157416,0
157417,1
157418,2
157419,2
157420,1
157421,2
157422,1
157423,1
157424,1
157425,2
157426,2
157427,2
157428,1
157429,1
157430,2
157431,2
157432,0
157433,2
157434,3
157435,2
157436,2
157437,2
157438,1
157439,2
157440,2
157441,2
157442,2
157443,2
157444,2
157445,2
157446,2
157447,2
157448,2
157449,2
157450,2
157451,2
157452,2
157453,2
157454,1
157455,2
157456,2
157457,2
157458,2
157459,1
157460,1
157461,1
157462,2
157463,2
157464,2
157465,2
157466,1
157467,1
157468,1
157469,1
157470,3
157471,2
157472,3
157473,3
157474,3
157475,3
157476,3
157477,1
157478,3
157479,3
157480,3
157481,3
157482,2
157483,2
157484,1
157485,1
157486,1
157487,1
157488,2
157489,2
157490,2
157491,2
157492,3
157493,3
157494,3
157495,3
157496,1
157497,3
157498,1
157499,3
157500,1
157501,1
157502,3
157503,3
157504,2
157505,3
157506,3
157507,3
157508,2
157509,3
157510,3
157511,2
157512,2
157513,3
157514,1
157515,1
157516,1
157517,1
157518,1
157519,1
157520,2
157521,2
157522,2
157523,2
157524,1
157525,1
157526,2
157527,2
157528,2
157529,2
157530,1
157531,0
157532,2
157533,1
157534,1
157535,1
157536,2
157537,2
157538,2
157539,2
157540,2
157541,2
157542,2
157543,2
157544,2
157545,2
157546,2
157547,1
157548,1
157549,2
157550,2
157551,2
157552,1
157553,2
157554,2
157555,2
157556,1
157557,1
157558,1
157559,1
157560,1
157561,2
157562,1
157563,2
157564,2
157565,2
157566,3
157567,2
157568,1
157569,1
157570,2
157571,1
157572,1
157573,2
157574,2
157575,2
157576,2
157577,1
157578,1
157579,2
157580,1
157581,1
157582,2
157583,2
157584,2
157585,2
157586,1
157587,1
157588,1
157589,2
157590,2
157591,1
157592,0
157593,0
157594,1
157595,2
157596,2
157597,2
157598,2
157599,2
157600,3
157601,3
157602,3
157603,3
157604,3
157605,3
157606,3
157607,2
157608,3
157609,2
157610,2
157611,3
157612,3
157613,3
157614,2
157615,2
157616,2
157617,2
157618,2
157619,2
157620,2
157621,2
157622,2
157623,1
157624,1
157625,2
157626,2
157627,2
157628,2
157629,2
157630,2
157631,0
157632,1
157633,1
157634,1
157635,1
157636,1
157637,2
157638,1
157639,1
157640,1
157641,1
157642,0
157643,2
157644,0
157645,0
157646,0
157647,0
157648,0
157649,1
157650,1
157651,1
157652,1
157653,1
157654,1
157655,2
157656,1
157657,1
157658,2
157659,2
157660,2
157661,2
157662,2
157663,1
157664,1
157665,1
157666,1
157667,1
157668,2
157669,2
157670,2
157671,4
157672,2
157673,2
157674,2
157675,4
157676,4
157677,4
157678,2
157679,2
157680,2
157681,0
157682,1
157683,1
157684,1
157685,1
157686,1
157687,1
157688,1
157689,1
157690,1
157691,1
157692,1
157693,2
157694,2
157695,1
157696,2
157697,2
157698,1
157699,1
157700,2
157701,2
157702,2
157703,1
157704,1
157705,1
157706,1
157707,1
157708,1
157709,1
157710,2
157711,2
157712,1
157713,2
157714,2
157715,2
157716,4
157717,4
157718,4
157719,2
157720,3
157721,3
157722,2
157723,2
157724,2
157725,2
157726,2
157727,3
157728,3
157729,3
157730,2
157731,3
157732,3
157733,2
157734,2
157735,2
157736,2
157737,1
157738,1
157739,2
157740,2
157741,2
157742,3
157743,3
157744,3
157745,3
157746,3
157747,3
157748,1
157749,2
157750,2
157751,2
157752,2
157753,2
157754,2
157755,3
157756,2
157757,2
157758,2
157759,2
157760,2
157761,1
157762,2
157763,2
157764,2
157765,3
157766,3
157767,3
157768,3
157769,3
157770,3
157771,3
157772,3
157773,2
157774,2
157775,2
157776,2
157777,2
157778,3
157779,2
157780,4
157781,3
157782,3
157783,3
157784,3
157785,3
157786,2
157787,1
157788,1
157789,1
157790,1
157791,1
157792,2
157793,1
157794,2
157795,3
157796,4
157797,3
157798,2
157799,1
157800,1
157801,1
157802,1
157803,2
157804,1
157805,2
157806,3
157807,2
157808,2
157809,2
157810,2
157811,2
157812,2
157813,2
157814,2
157815,2
157816,2
157817,2
157818,3
157819,3
157820,3
157821,2
157822,1
157823,1
157824,2
157825,1
157826,2
157827,3
157828,3
157829,3
157830,3
157831,2
157832,2
157833,2
157834,2
157835,2
157836,1
157837,1
157838,2
157839,2
157840,2
157841,3
157842,1
157843,2
157844,1
157845,2
157846,2
157847,2
157848,1
157849,3
157850,3
157851,3
157852,3
157853,3
157854,1
157855,3
157856,3
157857,3
157858,2
157859,3
157860,3
157861,1
157862,1
157863,2
157864,2
157865,1
157866,2
157867,2
157868,2
157869,2
157870,2
157871,2
157872,2
157873,2
157874,3
157875,3
157876,2
157877,2
157878,2
157879,3
157880,2
157881,2
157882,2
157883,2
157884,2
157885,2
157886,2
157887,2
157888,2
157889,1
157890,2
157891,2
157892,2
157893,4
157894,4
157895,3
157896,3
157897,3
157898,3
157899,4
157900,4
157901,3
157902,3
157903,3
157904,3
157905,1
157906,2
157907,2
157908,3
157909,3
157910,2
157911,3
157912,3
157913,3
157914,1
157915,1
157916,1
157917,2
157918,2
157919,2
157920,2
157921,1
157922,1
157923,2
157924,2
157925,1
157926,1
157927,1
157928,1
157929,1
157930,1
157931,2
157932,2
157933,2
157934,2
157935,1
157936,1
157937,1
157938,1
157939,1
157940,1
157941,1
157942,1
157943,1
157944,1
157945,1
157946,1
157947,1
157948,3
157949,2
157950,2
157951,2
157952,1
157953,1
157954,2
157955,2
157956,2
157957,2
157958,2
157959,2
157960,1
157961,1
157962,1
157963,1
157964,2
157965,3
157966,3
157967,2
157968,2
157969,2
157970,3
157971,2
157972,1
157973,1
157974,2
157975,2
157976,1
157977,2
157978,2
157979,2
157980,2
157981,2
157982,2
157983,2
157984,3
157985,3
157986,3
157987,3
157988,2
157989,2
157990,2
157991,2
157992,2
157993,1
157994,1
157995,1
157996,2
157997,1
157998,2
157999,1
158000,2
158001,2
158002,2
158003,2
158004,2
158005,2
158006,3
158007,2
158008,2
158009,1
158010,1
158011,1
158012,1
158013,1
158014,2
158015,2
158016,0
158017,0
158018,1
158019,1
158020,2
158021,2
158022,2
158023,1
158024,1
158025,2
158026,2
158027,2
158028,1
158029,1
158030,2
158031,1
158032,2
158033,2
158034,2
158035,2
158036,2
158037,2
158038,2
158039,2
158040,2
158041,2
158042,2
158043,2
158044,2
158045,2
158046,2
158047,2
158048,2
158049,2
158050,2
158051,2
158052,1
158053,1
158054,3
158055,3
158056,3
158057,3
158058,2
158059,2
158060,3
158061,3
158062,2
158063,2
158064,2
158065,2
158066,2
158067,2
158068,2
158069,1
158070,1
158071,1
158072,1
158073,2
158074,2
158075,3
158076,2
158077,2
158078,2
158079,2
158080,2
158081,2
158082,2
158083,2
158084,2
158085,2
158086,2
158087,2
158088,2
158089,2
158090,2
158091,2
158092,2
158093,2
158094,2
158095,2
158096,3
158097,3
158098,3
158099,3
158100,1
158101,3
158102,3
158103,3
158104,4
158105,2
158106,2
158107,2
158108,3
158109,2
158110,2
158111,2
158112,2
158113,2
158114,2
158115,2
158116,2
158117,2
158118,2
158119,2
158120,2
158121,2
158122,1
158123,2
158124,2
158125,2
158126,2
158127,2
158128,3
158129,1
158130,1
158131,1
158132,1
158133,4
158134,4
158135,4
158136,4
158137,4
158138,2
158139,2
158140,2
158141,2
158142,0
158143,2
158144,2
158145,3
158146,2
158147,3
158148,2
158149,1
158150,2
158151,2
158152,3
158153,2
158154,1
158155,2
158156,1
158157,2
158158,1
158159,1
158160,2
158161,2
158162,2
158163,2
158164,1
158165,2
158166,2
158167,2
158168,2
158169,2
158170,2
158171,1
158172,2
158173,2
158174,2
158175,2
158176,1
158177,3
158178,2
158179,2
158180,2
158181,2
158182,1
158183,2
158184,2
158185,2
158186,2
158187,1
158188,1
158189,2
158190,2
158191,1
158192,2
158193,3
158194,3
158195,3
158196,3
158197,3
158198,3
158199,1
158200,1
158201,3
158202,3
158203,3
158204,3
158205,3
158206,3
158207,3
158208,4
158209,4
158210,2
158211,2
158212,2
158213,2
158214,3
158215,3
158216,2
158217,1
158218,1
158219,2
158220,1
158221,2
158222,1
158223,1
158224,2
158225,2
158226,2
158227,2
158228,1
158229,1
158230,2
158231,2
158232,2
158233,2
158234,1
158235,2
158236,3
158237,1
158238,2
158239,1
158240,1
158241,2
158242,3
158243,3
158244,2
158245,1
158246,1
158247,1
158248,1
158249,1
158250,0
158251,1
158252,0
158253,0
158254,1
158255,1
158256,1
158257,1
158258,1
158259,1
158260,2
158261,4
158262,4
158263,3
158264,3
158265,3
158266,2
158267,2
158268,3
158269,3
158270,2
158271,2
158272,2
158273,1
158274,1
158275,1
158276,1
158277,1
158278,1
158279,2
158280,0
158281,1
158282,1
158283,1
158284,1
158285,1
158286,2
158287,2
158288,2
158289,2
158290,2
158291,0
158292,0
158293,0
158294,1
158295,1
158296,1
158297,1
158298,1
158299,1
158300,2
158301,2
158302,2
158303,2
158304,2
158305,1
158306,3
158307,2
158308,1
158309,2
158310,1
158311,2
158312,2
158313,1
158314,2
158315,2
158316,2
158317,2
158318,2
158319,1
158320,1
158321,1
158322,1
158323,2
158324,2
158325,2
158326,2
158327,3
158328,3
158329,3
158330,2
158331,3
158332,2
158333,2
158334,2
158335,2
158336,2
158337,2
158338,3
158339,3
158340,3
158341,2
158342,2
158343,3
158344,1
158345,3
158346,3
158347,3
158348,2
158349,3
158350,3
158351,3
158352,3
158353,3
158354,2
158355,2
158356,2
158357,1
158358,2
158359,0
158360,2
158361,1
158362,1
158363,2
158364,1
158365,2
158366,2
158367,2
158368,2
158369,2
158370,2
158371,0
158372,1
158373,1
158374,1
158375,2
158376,2
158377,2
158378,2
158379,1
158380,0
158381,1
158382,1
158383,1
158384,1
158385,1
158386,1
158387,3
158388,1
158389,2
158390,1
158391,2
158392,2
158393,2
158394,2
158395,2
158396,2
158397,2
158398,2
158399,2
158400,2
158401,1
158402,1
158403,1
158404,2
158405,2
158406,1
158407,2
158408,2
158409,3
158410,3
158411,2
158412,4
158413,4
158414,3
158415,2
158416,2
158417,2
158418,1
158419,2
158420,1
158421,1
158422,2
158423,2
158424,2
158425,2
158426,2
158427,1
158428,2
158429,1
158430,1
158431,0
158432,2
158433,2
158434,3
158435,3
158436,2
158437,2
158438,3
158439,2
158440,2
158441,2
158442,1
158443,0
158444,0
158445,0
158446,2
158447,1
158448,1
158449,2
158450,2
158451,1
158452,1
158453,1
158454,1
158455,1
158456,2
158457,1
158458,1
158459,0
158460,0
158461,0
158462,1
158463,1
158464,1
158465,1
158466,1
158467,1
158468,1
158469,1
158470,2
158471,2
158472,2
158473,2
158474,2
158475,2
158476,2
158477,2
158478,2
158479,2
158480,2
158481,2
158482,2
158483,2
158484,2
158485,2
158486,3
158487,3
158488,3
158489,2
158490,2
158491,2
158492,2
158493,2
158494,0
158495,0
158496,0
158497,3
158498,2
158499,3
158500,3
158501,3
158502,2
158503,1
158504,0
158505,0
158506,1
158507,0
158508,0
158509,3
158510,3
158511,2
158512,2
158513,2
158514,2
158515,2
158516,1
158517,3
158518,1
158519,2
158520,2
158521,1
158522,3
158523,3
158524,3
158525,0
158526,0
158527,1
158528,0
158529,2
158530,2
158531,1
158532,1
158533,2
158534,1
158535,1
158536,2
158537,2
158538,2
158539,2
158540,1
158541,1
158542,2
158543,1
158544,2
158545,2
158546,1
158547,2
158548,0
158549,2
158550,2
158551,2
158552,2
158553,2
158554,1
158555,2
158556,2
158557,2
158558,2
158559,2
158560,2
158561,2
158562,2
158563,2
158564,2
158565,2
158566,2
158567,1
158568,1
158569,1
158570,2
158571,1
158572,2
158573,2
158574,2
158575,2
158576,1
158577,1
158578,2
158579,2
158580,2
158581,1
158582,2
158583,2
158584,2
158585,2
158586,2
158587,2
158588,2
158589,1
158590,1
158591,1
158592,1
158593,3
158594,3
158595,2
158596,2
158597,3
158598,3
158599,2
158600,2
158601,1
158602,3
158603,3
158604,3
158605,3
158606,3
158607,3
158608,2
158609,3
158610,3
158611,2
158612,2
158613,2
158614,2
158615,2
158616,2
158617,2
158618,2
158619,2
158620,2
158621,2
158622,2
158623,2
158624,3
158625,2
158626,1
158627,1
158628,1
158629,1
158630,3
158631,3
158632,3
158633,3
158634,2
158635,3
158636,3
158637,3
158638,3
158639,3
158640,2
158641,2
158642,2
158643,2
158644,2
158645,2
158646,2
158647,3
158648,2
158649,2
158650,2
158651,2
158652,1
158653,1
158654,1
158655,1
158656,2
158657,2
158658,2
158659,2
158660,2
158661,2
158662,2
158663,2
158664,1
158665,1
158666,2
158667,1
158668,1
158669,1
158670,1
158671,1
158672,1
158673,2
158674,2
158675,1
158676,0
158677,0
158678,1
158679,0
158680,1
158681,1
158682,1
158683,1
158684,1
158685,1
158686,2
158687,2
158688,2
158689,2
158690,1
158691,2
158692,2
158693,2
158694,2
158695,2
158696,2
158697,2
158698,2
158699,2
158700,2
158701,2
158702,2
158703,2
158704,2
158705,3
158706,2
158707,1
158708,1
158709,1
158710,1
158711,1
158712,2
158713,2
158714,3
158715,2
158716,1
158717,1
158718,1
158719,2
158720,2
158721,2
158722,2
158723,2
158724,2
158725,3
158726,2
158727,2
158728,2
158729,2
158730,2
158731,1
158732,0
158733,2
158734,2
158735,2
158736,2
158737,2
158738,1
158739,1
158740,1
158741,1
158742,1
158743,1
158744,1
158745,3
158746,3
158747,2
158748,0
158749,1
158750,1
158751,1
158752,1
158753,4
158754,3
158755,3
158756,4
158757,4
158758,2
158759,1
158760,4
158761,4
158762,4
158763,4
158764,3
158765,1
158766,1
158767,1
158768,1
158769,2
158770,2
158771,2
158772,2
158773,2
158774,1
158775,1
158776,2
158777,1
158778,2
158779,1
158780,1
158781,1
158782,2
158783,2
158784,2
158785,2
158786,2
158787,2
158788,2
158789,2
158790,2
158791,2
158792,2
158793,2
158794,1
158795,2
158796,2
158797,1
158798,1
158799,1
158800,1
158801,1
158802,1
158803,2
158804,2
158805,2
158806,2
158807,2
158808,2
158809,2
158810,2
158811,2
158812,1
158813,1
158814,1
158815,1
158816,1
158817,1
158818,1
158819,2
158820,2
158821,3
158822,3
158823,3
158824,2
158825,3
158826,3
158827,3
158828,3
158829,3
158830,3
158831,1
158832,3
158833,3
158834,2
158835,2
158836,3
158837,1
158838,1
158839,4
158840,4
158841,4
158842,2
158843,2
158844,2
158845,2
158846,3
158847,2
158848,3
158849,2
158850,2
158851,2
158852,2
158853,2
158854,2
158855,2
